Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,user_review
Spyro: Year of the Dragon,PlayStation,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,8.9
FIFA Soccer 2005,PlayStation 2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,7.4
Battlefield 4,PlayStation 3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,5.9
MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,7.0
Tony Hawk's Pro Skater 4,PlayStation 2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,8.4
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,8.2
Banjo-Kazooie,Nintendo 64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,9.1
SOCOM: U.S. Navy SEALs,PlayStation 2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,8.0
Gran Turismo 6,PlayStation 3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,8.0
Jak and Daxter: The Precursor Legacy,PlayStation 2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,8.8
Pokemon Snap,Nintendo 64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,7.7
FIFA Soccer 10,PlayStation 3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,7.6
Pro Evolution Soccer 2008,PlayStation 2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,7.8
Call of Duty: Ghosts,PlayStation 4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,4.0
Resident Evil 4,PlayStation 2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,9.0
Tom Clancy's The Division,PlayStation 4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,7.0
Star Wars: Battlefront,PlayStation 2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,8.7
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,8.1
Luigi's Mansion,GameCube,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,8.6
Grand Theft Auto: Liberty City Stories,PlayStation 2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,7.8
The Getaway,PlayStation 2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,7.0
James Bond 007: Agent Under Fire,PlayStation 2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,7.9
Battlefield 4,Xbox 360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,5.7
FIFA Soccer 11,Xbox 360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,7.5
Left 4 Dead,Xbox 360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,7.9
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,7.9
Resident Evil 5,Xbox 360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,7.5
Assassin's Creed: Brotherhood,Xbox 360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,8.4
Batman: Arkham Asylum,Xbox 360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,8.7
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,7.8
FIFA Soccer 2004,PlayStation 2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,6.4
Battlefield: Bad Company 2,Xbox 360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,8.6
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48,8.2
Far Cry 3,PlayStation 3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,8.6
Borderlands,Xbox 360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,8.1
Tekken 4,PlayStation 2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,8.1
Battlefield 4,PlayStation 4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,7.1
LittleBigPlanet 2,PlayStation 3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,8.6
Grand Theft Auto 2,PlayStation,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,7.7
Spider-Man 2,PlayStation 2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,8.7
FIFA Soccer 2003,PlayStation 2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,6.5
Crash Bash,PlayStation,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,8.1
LEGO Batman: The Videogame,Xbox 360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,7.9
Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,8.2
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,7.9
The Legend of Zelda: Majora's Mask,Nintendo 64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,9.1
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,8.7
Assassin's Creed IV: Black Flag,Xbox 360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,8.0
Ratchet & Clank,PlayStation 2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,8.8
Mario Party 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,6.8
Star Wars Episode III: Revenge of the Sith,PlayStation 2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,7.3
Max Payne,PlayStation 2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,8.5
The Lord of the Rings: The Return of the King,PlayStation 2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,8.6
Assassin's Creed Syndicate,PlayStation 4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,6.9
Destiny,Xbox One,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,5.5
True Crime: Streets of LA,PlayStation 2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,7.9
Wii Music,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,4.8
FIFA 16,Xbox One,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,4.4
L.A. Noire,PlayStation 3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,7.8
Madden NFL 16,PlayStation 4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,5.7
WWF SmackDown! 2: Know Your Role,PlayStation,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,8.4
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,8.6
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,8.6
Dance Central,Xbox 360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,8.0
Enter the Matrix,PlayStation 2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,8.2
Super Mario Maker,Wii U,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,8.8
Fallout: New Vegas,PlayStation 3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,8.4
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17,8.0
Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,8.3
Ace Combat 04: Shattered Skies,PlayStation 2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,8.7
Animal Crossing,GameCube,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,8.8
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,8.1
Sonic Rush,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15,8.1
Resident Evil 6,PlayStation 3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,5.6
Halo: The Master Chief Collection,Xbox One,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,7.9
FIFA Soccer 08,PlayStation 2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,6.9
Spider-Man,PlayStation,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,8.6
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,8.2
The Elder Scrolls IV: Oblivion,PlayStation 3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,8.2
Heavy Rain,PlayStation 3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,7.8
Mass Effect 2,Xbox 360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,8.9
Dragon Ball Z: Budokai,PlayStation 2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,7.8
Madden NFL 2002,PlayStation 2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,7.3
Borderlands 2,Xbox 360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,8.3
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,9.0
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,7.8
Mass Effect 3,Xbox 360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,6.0
Far Cry 3,Xbox 360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,8.6
Saints Row 2,Xbox 360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03,8.1
Killzone 2,PlayStation 3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,8.1
Tom Clancy's Splinter Cell,Xbox,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,8.6
WWE SmackDown! Shut Your Mouth,PlayStation 2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02,8.6
Gears of War: Ultimate Edition,Xbox One,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,7.7
NBA 2K13,Xbox 360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,7.3
Dragon Ball Z: Budokai Tenkaichi 3,PlayStation 2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,9.0
World Soccer Winning Eleven 6 International,PlayStation 2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,8.4
Devil May Cry,PlayStation 2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,8.6
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,7.0
Battlefield: Bad Company 2,PlayStation 3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,8.5
The Sims 4,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,4.1
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,6.0
Sonic Heroes,PlayStation 2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,7.3
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,8.8
Hitman 2: Silent Assassin,PlayStation 2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,8.0
Street Fighter IV,Xbox 360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,7.3
Wave Race 64,Nintendo 64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,8.3
SOCOM II: U.S. Navy SEALs,PlayStation 2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,8.8
Pac-Man Collection,Game Boy Advance,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,7.4
Mass Effect,Xbox 360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,8.7
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,7.5
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,5.7
FIFA 14,PlayStation 4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,6.3
Titanfall,Xbox One,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,6.7
Sonic Mega Collection Plus,PlayStation 2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,8.6
Sega Superstars Tennis,Xbox 360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9,7.2
World Soccer Winning Eleven 7 International,PlayStation 2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,8.4
Hot Shots Golf 3,PlayStation 2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,8.0
Call of Duty: Finest Hour,PlayStation 2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,7.5
Syphon Filter,PlayStation,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,8.7
Call of Duty: Ghosts,Xbox One,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,4.4
Madden NFL 13,Xbox 360,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,5.8
The Elder Scrolls III: Morrowind,Xbox,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,8.5
Mortal Kombat,PlayStation 3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,8.5
Yoshi's Story,Nintendo 64,1997.0,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,7.4
Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,8.7
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85,5.9
Assassin's Creed: Brotherhood,PlayStation 3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,8.3
BioShock,Xbox 360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,9.0
Madden NFL 10,Xbox 360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,6.2
Medal of Honor,PlayStation 3,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,7.5
WWE SmackDown! vs. Raw,PlayStation 2,2002.0,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,8.6
Metroid Prime,GameCube,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,8.6
Need for Speed: Hot Pursuit,PlayStation 3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,7.4
WWE SmackDown! Here Comes the Pain,PlayStation 2,2003.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,8.9
Star Wars: The Force Unleashed,Xbox 360,2008.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,6.8
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,7.4
Killzone 3,PlayStation 3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,8.0
WWF SmackDown! Just Bring It,PlayStation 2,2001.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,7.3
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,7.6
NBA Street,PlayStation 2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,8.5
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,8.3
Jak II,PlayStation 2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,8.3
Ratchet & Clank: Going Commando,PlayStation 2,2003.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,8.9
Tekken 6,PlayStation 3,2009.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,7.5
The Sims,PlayStation 2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,7.6
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77,6.2
Saints Row: The Third,Xbox 360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77,7.7
Assassin's Creed IV: Black Flag,PlayStation 4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,7.9
L.A. Noire,Xbox 360,2011.0,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,7.9
Call of Duty 3,Xbox 360,2006.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,6.6
The Legend of Zelda: A Link to the Past,Game Boy Advance,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,9.0
Onimusha: Warlords,PlayStation 2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,8.2
Mortal Kombat X,PlayStation 4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,7.8
Mario Party,Nintendo 64,1998.0,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,8.1
Madden NFL 12,Xbox 360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,6.2
LEGO Star Wars II: The Original Trilogy,PlayStation 2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,8.7
Madden NFL 11,Xbox 360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,5.8
Skate 3,Xbox 360,2010.0,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,8.2
Burnout 3: Takedown,PlayStation 2,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,9.0
Need for Speed: Shift,PlayStation 3,2009.0,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68,6.9
Final Fantasy XIII-2,PlayStation 3,2011.0,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,6.9
Medal of Honor,PlayStation,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,8.7
Fable,Xbox,2004.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,8.5
Tom Clancy's Splinter Cell,PlayStation 2,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,7.9
Skylanders Giants,Wii,2012.0,Action,Activision,1.56,0.88,0.0,0.22,2.65,7.1
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,7.8
LEGO Star Wars: The Complete Saga,Xbox 360,2007.0,Action,LucasArts,1.53,0.87,0.0,0.24,2.64,7.9
Midnight Club: Street Racing,PlayStation 2,2000.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,7.6
Halo Wars,Xbox 360,2009.0,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63,7.5
God of War Collection,PlayStation 3,2009.0,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63,8.8
ESPN NFL 2K5,PlayStation 2,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62,8.5
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,8.2
Medal of Honor,Xbox 360,2010.0,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,6.8
FIFA Soccer 10,Xbox 360,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,7.4
NBA 2K12,Xbox 360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,7.7
Harry Potter and the Chamber of Secrets,PlayStation 2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,7.6
FIFA Soccer 09,PlayStation 3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59,7.5
Ratchet & Clank Future: Tools of Destruction,PlayStation 3,2007.0,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59,8.8
NBA Live 2005,PlayStation 2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,8.2
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,7.8
Killzone: Shadow Fall,PlayStation 4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,6.8
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58,8.5
Ratchet & Clank: Up Your Arsenal,PlayStation 2,2004.0,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,9.1
Art Academy,DS,2010.0,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57,7.7
Dragon Age: Origins,Xbox 360,2009.0,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,8.0
Madden NFL 08,PlayStation 2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,8.6
Sonic Adventure 2 Battle,GameCube,2001.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56,8.5
Madden NFL 13,PlayStation 3,2012.0,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56,5.4
Madden NFL 09,Xbox 360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54,6.8
Crazy Taxi,PlayStation 2,2001.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,7.9
Perfect Dark,Nintendo 64,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,8.8
Game Party,Wii,2007.0,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52,3.9
Marvel: Ultimate Alliance,Xbox 360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,7.7
Saints Row: The Third,PlayStation 3,2011.0,Action,THQ,0.86,1.06,0.18,0.39,2.49,7.8
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,8.1
Mortal Kombat: Deadly Alliance,PlayStation 2,2002.0,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,8.4
Resistance 2,PlayStation 3,2008.0,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48,6.2
Pure,Xbox 360,2008.0,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48,7.8
NBA 2K13,PlayStation 3,2012.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48,8.0
Rock Band,Xbox 360,,Misc,Electronic Arts,1.93,0.34,0.0,0.21,2.48,8.0
NBA 2K14,Xbox 360,2013.0,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,5.0
Mario Party 4,GameCube,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,7.7
uDraw Studio,Wii,2010.0,Misc,THQ,1.67,0.58,0.0,0.2,2.46,tbd
Midnight Club: Los Angeles,PlayStation 3,2008.0,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45,8.3
Final Fantasy Tactics,PlayStation,1997.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,9.1
Halo: Combat Evolved Anniversary,Xbox 360,2011.0,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44,8.2
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44,8.0
Riven: The Sequel to Myst,PC,1997.0,Adventure,Red Orb,1.52,0.82,0.0,0.1,2.43,9.1
Dragon Ball Z: Budokai 2,PlayStation 2,2003.0,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,8.2
ATV Offroad Fury,PlayStation 2,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,8.4
Madden NFL 16,Xbox One,2015.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4,6.0
LEGO Indiana Jones: The Original Adventures,Wii,,Action,LucasArts,1.54,0.63,0.0,0.22,2.39,6.9
Batman: Arkham Origins,PlayStation 3,2013.0,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,7.8
Dead Island,Xbox 360,2011.0,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39,6.9
Guitar Hero,PlayStation 2,2005.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,8.6
LEGO Star Wars: The Complete Saga,PlayStation 3,2007.0,Action,LucasArts,1.02,0.97,0.0,0.39,2.38,7.2
Kinect: Disneyland Adventures,Xbox 360,2011.0,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38,3.2
Bloodborne,PlayStation 4,2015.0,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,8.8
NBA 2K15,PlayStation 4,2014.0,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38,6.9
Madden NFL 11,PlayStation 3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,6.1
Yu-Gi-Oh! The Duelists of the Roses,PlayStation 2,2001.0,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38,8.0
Madden NFL 08,Xbox 360,2007.0,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,7.0
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,9.2
The Incredibles,PlayStation 2,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37,7.8
Tony Hawk's Underground 2,PlayStation 2,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37,8.6
Madden NFL 10,PlayStation 3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,6.9
Kinect Sports: Season Two,Xbox 360,2011.0,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36,6.8
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,7.5
Midnight Club: Los Angeles,Xbox 360,2008.0,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35,8.3
The Sims 3,Xbox 360,2010.0,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33,7.5
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,8.9
NBA 2K16,Xbox One,2015.0,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32,6.2
Mario Tennis,Nintendo 64,2000.0,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32,8.8
